,link,Title/Address,img_links,price,description,bedrooms,bathrooms,habital_area,EPC certificate number,property_type,score
277,"https://www.realo.be/en/sint-pietersnieuwstraat-75-9000-ghent/4368373?l=1924896579
","Rustige studio tussen Unief, Hogeschool Gent en aan de Boekentoren",https://realocdn.com/image/5/BE-master_listing_0506b5_0506b54ab288d794998ba1457df5cc2c.jpg/950x400/0x400/2/fae5,€550,"

					Gerenoveerde studio op de 4de verdieping (dakverdieping) tussen de Vooruit en het Sint-Pietersplein. 

Indeling:
Inkomhall met grote spiegel en sfeerverlichting, grote leefruimte met ingewerkte keuken en kleerkast, vernieuwde badkamer met inloopdouche, hangtoilet en designlavabo.
Overdekt terras met afsluitbare berging.

De studio heeft geen inkijk en heeft een groen uitzicht op de binnentuinen.

Bij de studio is een ondergrondse kelder.

Huurprijs 550 €/maand  + 100 € voorschot voor gemeenschappelijke kosten, privatief verwarming- en privatief waterverbruik.

Bij interesse, bel of mail Pieterjan op p...w@immo09.be of +324... Show number

",-,-,35m2,20181227-0002114283-1,Flat,88%
278,"https://www.realo.be/en/dorp-38-2275-poederlee/2505581?l=20802583
","Dorp 38, 2275 Poederlee, Lille",https://realocdn.com/image/5/BE-master_listing_d34f1f_d34f1ff2cb8003a3e504ea49b370aec4.jpg/1620x1080/0x400/2/69d9,€329.000,"

					RUIME 4SLPK WONING OP 13A14CA MET BIJGEBOUWEN. Ligging: Uiterst centraal gelegen, in het centrum van Poederlee. Openbaar vervoer, winkels, ... op wandelafstand. Goede verbinding naar omliggende gemeenten. Omschrijving: Via de inkomhal met vestiaire en trap naar het eerste verdiep komt u in de woonkamer/eetkamer met hiernaast de op te frissen keuken. Naast de keuken ligt de badkamer met ligbad en wastafel. Vervolgens is hierachter is een handige wasplaats/berging gelegen. De eerste verdieping bestaat uit een nachthal en telt vier slaapkamers. Verder is er een ruime kelder, een aparte garage en zijn er twee ruime bijgebouwen (106m² en 70m²) Bijzonderheden: - CV-ketel op stookolie is vernieuwd in 2014 - Het pand is reeds verhuurd aan 650€/maand - Elektriciteit conform - EPC: 695kWh/m²

		
",4,1,198m2,-,House,87%
279,"https://www.realo.be/en/vinkenweg-6-9800-deinze/5194741?l=1823189633
",Woning te Deinze,https://realocdn.com/image/5/BE-master_listing_d06bc0_d06bc0d563605e9b0d057239252a32c1.jpg/1750x985/0x400/2/ba12,€1.195,"

					Een bijzondere aanbieding op de huurmarkt!        Eén van de meerwaarden van deze nieuwbouwwoning (type 4 slpks) is zonder twijfel het doodlopend straatje in een gloednieuwe verkaveling. Met een grondoppervlakte van 490m2 en 200m2 bewoonbare oppervlakte betrekt u zo een unieke woonst. Bijkomende troef is de carport en een zonnig georiënteerde tuin.  Dit huis geniet een totale-afwerkingsgraad en beschikt over lichtrijke en praktische ruimten. Via de inkomhal met gastentoilet komt u in de L- vorige leefruimte met ingerichte keuken voorzien van werk/ontbijt eiland (incl. alle toestellen). Aansluitend een ruime praktische berging. Verder is er op het gelijkvloers één polyvalente kamer met bijhorende douchekamer toegankelijk via de inkomhal. Op de eerste verdieping treft u drie volwaardige slaapkamers en een ingerichte badkamer voorzien van wasmeubel met dubbele functie, ligbad en douche.    Deze centrale ligging zorgt ervoor dat u zich dicht bij Deinze centrum en nabij mooie wandel/fietsroutes bevindt in Sint-Martens-Latem.   

		
",4,2,200m2,-,House,57%
280,"https://www.realo.be/en/heesterstraat-15-3630-mechelen-aan-de-maas/5081525?l=1579259618
","Heesterstraat 15, 3630 Mechelen-aan-de-Maas, MAASMECHELEN",https://realocdn.com/image/5/BE-master_listing_923683_923683ec6daf73c9436616bea9e2872f.jpg/1200x800/0x400/2/1307,€420.000,"

					Wil je investeren in een gebouw met 4 verhuurde appartementen, gelegen HEESTERSTRAAT 15 te Maasmechelen op een perceel van 625,80 m²? Grijp dan nu uw kans! Dit op te frissen pand wordt in zijn geheel verkocht en ligt naast het Medisch Centrum voor Huisartsen.

Wat meer details:
Het gebouw is opgesplitst in 4 verhuurde entiteiten:
1 - Gelijkvloers appartement voorstaand links met een bewoonbare oppervlakte van 98 m², 2 ruime slaapkamers en garage (12,75 m²). Het energielabel voor deze residentiële eenheid is D (396 kWh/(m² jaar - en unieke code 0002318933).

2 - Gelijkvloers appartement voorstaand rechts met een bewoonbare oppervlakte van 72,65 m², 1 ruime slaapkamer en garage (12,75 m²). Het energielabel voor deze residentiële eenheid is D (371 kWh/(m² jaar - en unieke code 0002321862). 

3 - Appartement 1ste verdieping voorstaand links met een bewoonbare oppervlakte van 103,60 m², 2 ruime slaapkamers, terras (2,72 m²) en garage (12,75 m²). Het energielabel voor deze residentiële eenheid is F (539 kWh/(m² jaar - en unieke code 0002321811). 

4 – Appartement 1ste verdieping voorstaand rechts met een bewoonbare oppervlakte van 72,65 m², 1 ruime slaapkamer, terras (2,24 m²) en garage (12,75 m²). Het energielabel voor deze residentiële eenheid is E (424 kWh/(m² jaar - en unieke code 0002314031). 

Voordeel: 
-De appartementen zijn verhuurd.
-Na renovatie / opfrissing kan een basisakte worden opgesteld en kunnen de appartementen eventueel afzonderlijk verkocht worden.

Onder de rubriek DOWNLOADS-PDF op onze site vind je o.a. de plannen en de EPC’S. 
Twijfel niet en bel Marie-Paule vrijblijvend voor een bezichtiging van deze schitterende woning: +324... Show number. 

Bereikbaarheid - omgeving:
-Winkels, banken, de scholen, de bushalte, het administratief centrum Maasmechelen zijn te voet bereikbaar; 
-Het bos met fiets- en wandelpaden zijn op enkele minuten bereikbaar met de fiets; 
-De afrit van de snelweg E314 richting Nederland-Antwerpen-Brussel ligt op 1,4 km;
-Het Outletcentrum van Maasmechelen ligt op 3 km, het centrum van Genk op 15 minuten, het Nationaal  Park Hoge Kempen eveneens op 2 minuten met de auto.

Bel gerust vrijblijvend naar GSM +324... Show number! Marie-Paule helpt u graag verder.


",-,-,347m2,-,Investment property,82%
281,"https://www.realo.be/en/steenkuilstraat-51-3650-stokkem/4995188?l=1005455593
","Steenkuilstraat 51, 3650 Stokkem, DILSEN-STOKKEM",https://realocdn.com/image/5/BE-master_listing_9f1c61_9f1c6134356ee32dd6b9cf40f5bb7139.jpg/1066x800/0x400/2/9928,€165.000,"

					Wens je te investeren in een te renoveren pand voor handel en woonst of minstens 2 ééngezinswoningen, te midden van het pittoreske centrum van STOKKEM ?
Dit pand ligt recht tegenover de kerk in de STEENKUILSTRAAT NR. 51 op een perceel van 318 m².
Nieuwgierig: In enkele minuten heeft u een eerste impressie via onderstaande links: https://youtu.be/jvh0_mktu1c 
Bel gerust en vrijblijvend naar +324... Show number voor een bezichtiging en of meer info. Marie-Paule helpt u graag verder.
Wat meer details:
Het pand is opgesplitst in 2 entiteiten met 2 afzonderlijke adressen:
Steenkuilstraat 51 te 3650 DILSEN-STOKKEM :  momenteel een winkelruimte (gelijkvloers) van totaal 143 m² en een kelder van 25 m². Het energielabel voor deze niet-residentiële eenheid is F.  Deze winkelruimte kan omgebouwd worden tot een luxueus en zeer ruim appartement met achterliggende tuin.
Schutterstraat 7A te 3650 DILSEN-STOKKEM : een ruim appartement op de eerste verdieping van totaal 90 m² met 2 slaapkamers, een zolder van 60 m², een terras van 46 m² en een gesloten garage van 33,5 m². Het energielabel voor deze residentiële eenheid is D (367 kWh/(m² jaar).
Mogelijkheden: 
De huidige bestemming is handel op het gelijkvloers en woonst op de eerste verdieping.
Op het gelijkvloers kan eveneens een vergunning gevraagd worden voor een ééngezinswoning. Bijkomend en onder voorwaarden kan men eventueel nog een studio bouwen met een minimum van 65 m² ter hoogte van de SCHUTTERSTRAAT 7A. Desgevallend dient men te voorzien in 3 parkeerplaatsen (1 parkeerplaats per woonéénheid).
Voordelen - extra troeven
-Midden in het centrum van Stokkem
-Een leuke locatie met zeer weinig verkeer
-Een gezellige omgeving
Onder de rubriek DOWNLOADS-PDF op onze site vind je de plannen en de EPC’S;
Twijfel niet en bel Marie-Paule vrijblijvend voor een bezichtiging: +324... Show number. 
Bereikbaarheid - omgeving
-Winkels, banken, de scholen, de bushalte, het administratief centrum zijn te voet bereikbaar; 
-Het bos met fiets- en wandelpaden zijn op enkele minuten bereikbaar; 
-De afrit van de snelweg E314 richting Nederland-Antwerpen-Brussel ligt op 8 km;
-Het Outletcentrum van Maasmechelen, Genk centrum, Nationaal  Park Hoge Kempen zijn op 5-15 minuten bereikbaar met de auto.
INDELING 
Verdieping -3
	Kelder	Oppervlakte:   25,0m²
Gelijkvloers
	Handelsruimte	Oppervlakte: 143,1m²
	Garage	Oppervlakte:    33,5m²
Verdieping 1
	Appartement	Oppervlakte:    89,9m²
Verdieping 999
	Zolder	Oppervlakte:   60,0m²

",2,1,233m2,-,Business,66%
282,"https://www.realo.be/en/putsebaan-47-3140-keerbergen/3011327?l=1717574003
","Putsebaan 47, 3140 Keerbergen",https://realocdn.com/image/5/BE-master_listing_5b434a_5b434ae76aab971f1c135fa6318db3a6.jpg/1440x1080/0x400/2/6325,€284.900,"

					Prachtig nieuwbouwappartement met 2 slaapkamers, terras, ondergrondse staanplaats en kelderberging.

U bevindt zich op wandelafstand van het centrum van Keerbergen met winkels, scholen en openbaar vervoer.   
Het betreft een ruim appartement (102m²) op de tweede verdieping bestaande uit: 2 slaapkamers, badkamer met inloopdouche, apart toilet, berging, leefruimte met open keuken en een zonnig privatief terras. In de ondergrondse garage heeft u een autostaanplaats en berging van 8m².   
Het appartement is voorzien van parketvloeren (visgraatmotief) en is volledig afgewerkt.  
De totaalprijs voor het appartement, staanplaats en kelderberging bedraagt 371.366 euro inclusief BTW en registratierechten.

Kortom een ruim, kwaliteitsvol en energiezuinig appartement in een kleinschalig project!

Contacteer ons voor meer informatie of een vrijblijvende afspraak via +321... Show number of f...e@heylenvastgoed.be

",2,1,102m2,-,Flat,72%
283,"https://www.realo.be/en/miskom-dorp-11-3472-kersbeek-miskom/3015671?l=195291824
","Miskom-Dorp 11, 3472 Kersbeek-Miskom, Kortenaken kersbeek-Miskom",https://realocdn.com/image/5/BE-master_listing_7762a6_7762a64f7931852d81e3df17525c3969.jpg/1536x1024/0x400/2/781b,€235.000,"

					Deze karaktervolle, te renoveren pastorijwoning bevindt zich in de dorpskern van Miskom, dat behoort tot Kersbeek-Miskom, een deelgemeente van Kortenaken. De woning is bereikbaar via de vroegere speelplaats van het schooltje dat binnenkort omgetoverd wordt tot een mooi project met 5 woningen. De pastorijwoning zelf biedt talloze mogelijkheden om te renoveren tot een mooie en ruime gezinswoning. De achteraan gelegen, private tuin met afgezonderd terras maakt het plaatje compleet. Omvattende:Gelijkvloers: inkomhal, salonruimte, 2 kamers, keuken, toilet, technische ruimteEerste verdieping: 3 slaapkamers, badkamer Zolderverdieping: open zolderruimteTerras en tuin: afgezonderde terrashoek, omheinde tuinLigging: de woning bevindt zich in het centrum van Miskom en biedt bushaltes op wandelafstand. De aansluiting met de N29 (Tienen/Bekkevoort) bevindt zich op 4,5km.Deze te renoveren woning is onmiddellijk beschikbaar. Bekijkt u dit pand via één van onze aanverwante websites, dan verwijzen wij u graag door naar onze eigen website: https://www.itimmo.be/te-koop-karaktervolle-te-renoveren-pastorijwoning-met-tuin-in-kortenaken

",3,1,147m2,2272787,House,40%
284,"https://www.realo.be/en/de-merodelei-180-2300-turnhout/2574285?l=2003332287
","De merodelei 180, 2300 Turnhout",https://realocdn.com/image/5/BE-master_listing_4da011_4da0111b3c5b53b1dae5a21717b08bb0.jpg/1620x1080/0x400/2/da94,€349.000,"

					Karaktervolle woning met handelspand/opbrengsteigendom

Locatie:   
Gelegen nabij het centrum en de ring rond Turnhout, nabij openbaar vervoer, winkels, eetgelegenheden, etc.

Indeling:   
- Woning: hal, leefruimte, eetkamer, keuken, bijkeuken, 3 slaapkamers, badkamer, toilet, wasplaats, kelder, tuin  
- Studio/handelspand: leefruimte, open keuken, slaapkamer, douchekamer,

Omschrijving:   
De panden zijn te betreden via de Merodelei (woning + studio/handelspand). We betreden het pand via een hal dewelke toegang biedt tot de studio/handelspand op het gelijkvloers en de woning. De studio biedt toegang tot de ruime kelder en het terras en kan verhuurd worden als opbrengsteigendom. De woning is ruim, licht en afgewerkt met parketvloeren en geniet tevens van een tuin met aanpalende bijkeuken. Op de eerste verdieping bevindt zich de eetkamer, leefruimte en volledig geïnstalleerde keuken. Op de 2e verdieping bereiken we reeds 1 van de 3 slaapkamers, de wasplaats en de badkamer met douche, ligbad, dubbele wastafel en toilet. De overige 2 slaapkamers zijn gelegen op de 3e verdipeing. Perfect geschikt als kangoeroewoning. Vg,Wg,Gmo,Gvkr,Gvv

Extra:   
- Gas CV  
- Studio/handelspand  
- Tuin

		
",3,1,314m2,2210124,House,86%
285,"https://www.realo.be/en/o.l.vrouwstraat-20-3550-heusden-zolder/5388007?l=2125645763
","O.l.vrouwstraat 20 1, 3550 Heusden-Zolder",https://realocdn.com/image/5/BE-master_listing_0235fa_0235fa188fe5d99e57590d163c96b953.jpg/1067x711/0x400/2/8243,€234.950,"

					Ruim en praktisch ingedeeld gelijkvloers appartement met groot terras, tuin (momenteel grind) én ondergrondse parkeerplaats. Dit gelijkvloers appartement beschikt over een zeer ruime woonkamer met open keuken.

Indeling : 
- Inkomhal - grote woonruimte (46,45m2) met schuifraam naar terras - 2 slaapkamers - badkamer met dubbele lavabo in meubel - ligbad met douchewand - berging/wasplaats/cv-ruimte  met spoelbak - groot, goed georiënteerd betegeld terras - tuintje (grind) - totale woonoppervlakte  104m2 -  

Extra Troeven:
+ uitstekend onderhouden 
+ goede EPC score 148
+ ruim terras, tuin en garage
+ snelle aansluiting naar E-314 en vlakbij centrum Zolder 
+ instapklaar
+ correcte vraagprijs

		
",2,1,104m2,20200701-0002287445-RES-1,Flat,81%
286,"https://www.realo.be/en/o.l.vrouwstraat-22-3550-heusden-zolder/5388007?l=692396506
","O.l.vrouwstraat 22 1.2, 3550 Heusden-Zolder",https://realocdn.com/image/5/BE-master_listing_e9340e_e9340e7b49d94ca52ae254b9ae21b1d1.jpg/1170x780/0x400/2/8fbf,€234.500,"

					Ruim en praktisch ingedeeld duplex appartement met groot terras en ondergrondse parkeerplaats. Dit appartement beschikt over een ruime woonkamer met open keuken en een prachtig zonneterras.

Indeling : 
Eerste verdieping:
- Inkomhal - toilet - grote woonruimte (32,41m2) met open keuken en schuifraam naar terras - groot, goed georiënteerd betegeld terras

Tweede verdieping
- via open trap in de woonkamer naar overloop en 2 slaapkamers - badkamer met dubbele lavabo in meubel - ligbad met douchewand - berging/wasplaats/cv-ruimte  met spoelbak -  totale woonoppervlakte  115m2 -  

Extra Troeven:
+ uitstekend onderhouden 
+ EPC score 107
+ ruim terras en ondergrondse autostandplaats
+ snelle aansluiting naar E-314 en vlakbij centrum Zolder 
+ instapklaar
+ correcte vraagprijs

		
",2,1,115m2,20200701-0002288556--RES-1,Flat,81%
287,"https://www.realo.be/en/o.l.vrouwstraat-22-3550-heusden-zolder/5388007?l=1633256445
","O.l.vrouwstraat 22 1, 3550 Heusden-Zolder",https://realocdn.com/image/5/BE-master_listing_6a2a41_6a2a413fca64e7fb13e45609384399f4.jpg/1141x761/0x400/2/bfbd,€217.500,"

					Ruim en praktisch ingedeeld gelijkvloers appartement met groot terras, tuin (momenteel grind) én ondergrondse parkeerplaats. Dit gelijkvloers appartement beschikt over een zeer ruime woonkamer met open keuken.

Indeling : 
- Inkomhal - grote woonruimte (40,22m2) met schuifraam naar terras - 2 slaapkamers - badkamer met dubbele lavabo in meubel - ligbad met douchewand - berging/wasplaats/cv-ruimte  met spoelbak - groot, goed georiënteerd betegeld terras - tuintje (grind) - totale woonoppervlakte  92m2 -  

Extra Troeven:
+ uitstekend onderhouden 
+ EPC score 170
+ ruim terras en ondergrondse autostandplaatsgarage
+ snelle aansluiting naar E-314 en vlakbij centrum Zolder 
+ instapklaar
+ correcte vraagprijs

		
",2,1,92m2,20200701-0002288560--RES-1,Flat,81%
288,"https://www.realo.be/en/rue-hocheporte-25-4000-liege/1086784?l=1273983528
","Rue Hocheporte 25, 4000 Liège",https://realocdn.com/image/5/BE-master_listing_f68a4f_f68a4fd250c2ed14942cfa90c8c1162a.jpg/640x480/0x400/2/6656,€499.000,"

					C'est à deux pas de l'îlot du centre historique de Liège, dans un quartier en pleine revalorisation, que se situe cette spacieuse maison de Maître classée (escalier, façade, toiture).Outre un jardin, une cour privative, un porche couvert, elle présente actuellement 7 entités locatives. Les éléments inhérents à son cachet ont été conservés lors de la précédente rénovation (compteurs électriques et gaz séparés). Idéal comme investissement ou colocation ou comme bureaux et habitation. A visiter !!`

		
",7,5,900m2,-,House,94%
289,"https://www.realo.be/en/kauwstraat-48-9550-sint-lievens-esse/3973336?l=1571907905
","Kauwstraat 48, 9550 Sint-Lievens-Esse, Herzele",https://realocdn.com/image/5/BE-master_listing_15d1f4_15d1f4df5dd8302b4d141f610943ee38.jpg/1620x1080/0x400/2/0f55,€422.500,"

					Bent u op zoek naar een woon - of renovatieproject met een centrale ligging? Waar u wonen en werken kan combineren? Dan is deze woning iets voor u! In Sint Lievens Esse, een deelgemeente van Herzele bevindt zich deze unieke woonst. De ingang centraal in de woning, zo kan werk en privé perfect worden gescheiden. Bouwen van meerdere units ( koppelwoning of appartementen) behoort ook tot een van de mogelijkheden. De zolderverdieping is volledig ingericht als loft met private ingang langs de garage links. Deze loft werd altijd verhuurd en dit kan tot op heden nog steeds. Wil u hier graag uw schouders onder zetten? Bel Charlotte Welleman voor meer informatie en een bezoek ter plaatse.

		
",5,2,-,1689913,House,58%
290,"https://www.realo.be/en/fuchsiastraat-15-9000-gent/4282382?l=2061613194
","Fuchsiastraat 15, 9000 Ghent, Gent",https://realocdn.com/image/5/BE-master_listing_b6c419_b6c419b680fcd25b148b6e6f19060294.jpg/1620x1080/0x400/2/16b1,€285.000,"

					Starterswoning of investeringseigendom in de Gentse bloemekenswijk.   
Deze woning met 3 slaapkamers werd in 2000 volledig gerenoveerd en steeds met zorg onderhouden. De woning is momenteel verhuurd maar kan vrij zijn bij akte. Ideale woning voor wie graag aan de rand van de stad wil wonen in een volkse en hippe buurt.

		
",3,1,116m2,-,House,81%
291,"https://www.realo.be/en/wingene-steenweg-51-8730-beernem/3206046?l=426993481
","Wingene steenweg 51, 8730 Beernem",https://realocdn.com/image/5/BE-master_listing_235f0b_235f0b2532f53bd47ca2198e750f6a96.jpg/1620x1080/0x400/2/fb63,€800,"

					Deze lichtrijke duplex is super centraal gelegen nabij de E40, de winkels en het station. Aan ruimte geen gebruik in deze grote duplex van 250m2. Op de benedenverdieping is er een private inkom/traphal. Op de eerste verdieping is er een hele grote living met ingerichte keuken. Op de tweede verdieping zijn er verder 3 slaapkamers, een badkamer en zolder.

Gelijkvloers:  
Private inkomhal met trap naar de eerste verdieping

1ste Verdieping:  
Traphal met toilet - ruime living (78m2) met tegelvloer - open ingerichte keuken (16m2) met de nodige toestellen en een aparte berging (5m2)

2de Verdieping:  
Nachthal - 3 slaapkamers - badkamer met ligbad, douche en meubel met dubbele lavabo - zolder (te gebruiken als berging of hobbykamer)

Algemeen:  
- CV op gas

		
",3,1,249m2,20171211-0002017104-1,Flat,82%
292,"https://www.realo.be/en/lindestraat-57-8210-zedelgem/3329925?l=1952010085
","Lindestraat 57, 8210 Zedelgem",https://realocdn.com/image/5/BE-master_listing_a05a84_a05a84ee52c05867e1a553d401fa3b52.jpg/1620x1080/0x400/2/7b90,€295.000,"

					In centrum Zedelgem vind je deze leuke en gerenoveerde woning in een rustige en verkeersluwe buurt. Na 4min fietsen ben je aan de kerk, het Gemeentehuis en de winkels. Zedelgem heeft alles te bieden qua faciliteiten, scholen en sport. Het huis is door de jaren heen gerenoveerd met mooie en degelijke materialen waarbij de badkamer recent afgewerkt werd. Op de benedenverdieping is er een garage en wasplaats voorzien. Op het gelijkvloers heb je verder een lichtrijke living en een volledig ingerichte keuken en op de verdieping 3 kamers waarvan er één omgebouwd werd naar een badkamer. De oude badkamer zal nog omgebouwd worden naar dressing.

Benedenverdieping (55m2):  
Hal (6m2) met toilet en vestiaire - garage (28m2) met geautomatiseerde sectionaalpoort - wasplaats (3,57m2)

Gelijkvloers (55m2):  
Inkomhal/traphal (4,56m2) met tegelvloer en trap in eik - living (28m2) met tegelvloer, inbouw-boxen en -spots - ingerichte keuken (7,7m2) met inductiekookplaat, dampkap, warme-luchtoven, microgolfoven, vaatwas, warmhoudplaat, kasten en werkblad in composiet - terras - tuin met terras en tuinhuis - carport

1ste Verdieping (48m2):  
Nachthal met ingemaakte kast - 3 kamers (12m2, 8,6m2 en 7,2m2), waarvan 1 ingericht als badkamer: volledig nieuw en ingericht met inloop/regendouche, bidet en meubel met schuiven, spiegel- en kolomkast en vloerverwarming - oude badkamer (2,80m2): wordt nog ingericht als dressing

Algemeen:  
- airco (1ste en 2de verdieping)  
- CV op gas (hoogrendementsketel)  
- ramen BELISOL met hoogrendementsglas en muggenramen  
- zonnewering  
- videofoon

		
",3,1,-,-,House,66%
293,"https://www.realo.be/en/wingene-steenweg-49-8730-beernem/3206015?l=145544542
","Wingene steenweg 49, 8730 Beernem",https://realocdn.com/image/5/BE-master_listing_235f0b_235f0b2532f53bd47ca2198e750f6a96.jpg/1620x1080/0x400/2/fb63,€1.800,"

					Op 200m van de oprit van de E40 staat dit moderne en strakke kantoorgebouw op u te wachten. De kantoorruimte is verdeeld over twee verdiepingen en biedt plaats aan min 40 bureaus. Op het gelijkvloers is de ruimte ingedeeld met verschillende aparte units waar twee tot acht personen plaats kunnen nemen. Op dezelfde verdieping is er verder ook een keuken voorzien en een ruime berging. Op de verdieping zijn er een drietal verschillende ruimtes die dienst kunnen doen als extra bureaus, vergaderzaal of landschapsbureau. Achteraan het gebouw is er een ruime parking.

Algemeen:  
- Totale oppervlakte: 762m2  
- Centrale verwarming op aardgas  
- Ingerichte kantoren  
- Inbouw-speakers  
- Ventilatie: koelen/warmen  
- Zonnepanelen

		
",-,-,762m2,71211-0002017104-1,Office,82%
294,"https://www.realo.be/en/wingene-steenweg-49-8730-beernem/3206015?l=1111087444
","Wingene steenweg 49, 8730 Beernem",https://realocdn.com/image/5/BE-master_listing_235f0b_235f0b2532f53bd47ca2198e750f6a96.jpg/1620x1080/0x400/2/fb63,€1.800,"

					Op 200m van de oprit van de E40 staat dit moderne handelspand op u te wachten. De winkelruimte is verdeeld over twee verdiepingen waarvan de benedenverdieping de grootste oppervlakte inneemt. De bovenverdieping kan perfect gebruik worden als bureau of vergaderruimte. De winkel beneden is één open ruimte met grote glaspartijen waardoor een enorme visibiliteit gecreëerd wordt.

De Wingenesteenweg is dé invalsweg voor wie de E40 gebruikt, het station en voor wie verder richting Oedelem en het centrum moet. Het handelspand is volledig ingericht en klaar voor gebruik.

Algemeen:  
- Totale oppervlakte: 251m2  
- Centrale verwarming op aardgas  
- Geschikt voor vele doeleinden  
- Kitchenette  
- Inbouw-speakers  
- Ventilatie: koelen/warmen

		
",-,-,251m2,20171211-0002017104-1,Business,82%
295,"https://www.realo.be/en/guido-gezellestraat-32-8870-emelgem/3732708?l=1775295440
","Guido Gezellestraat 32, 8870 Emelgem, Izegem",https://realocdn.com/image/5/BE-master_listing_6631cf_6631cfce6bc4380bdf0483a539fcd829.jpg/1620x1080/0x400/2/3add,€289.000,"

					KIJKDAG ZONDAG 4 OKTOBER: plan je bezoek in via http://www.guidogezellestraat32.be

Deze ruime en karaktervolle sixties villa werd gebouwd in modernistische stijl door een gelauwerd architect en is een echte eyecatcher in het straatbeeld.

Absolute troeven van deze instapklare en recent gerenoveerde woning zijn de verfijnde architectuur, grote bewoonbare oppervlakte en de uitstekende ligging. De woning ligt op slechts 5 minuten rijden van de E403. Op wandelafstand vind je ook alle voorzieningen: supermarkt, scholen, horeca, fitness, openbaar vervoer, en vooral: bakker in de straat!

Even wandelen of joggen? Het huis ligt vlakbij ‘Wandel op de Mandel’: de groene verbinding tussen Emelgem, Izegem en Ingelmunster.

		
",4,1,222m2,20200909-0002312879-RES-1,House,84%
296,"https://www.realo.be/en/striemenbergstraat-11-9040-sint-amandsberg/4374219?l=820813587
","Striemenbergstraat 11, 9040 Sint-Amandsberg, Ghent",https://realocdn.com/image/5/BE-master_listing_458034_4580343191cd1066b912f264858a94aa.jpg/1920x896/0x400/2/03e3,€342.100,"

					Dit bedrijfsverzamelgebouw zal bestaan uit 11 casco KMO units welke zich situeren over 3 gebouwen.

De oppervlaktes  van de magazijnen variëren tussen de 94m² en 302m².
Nog beschikbaar:
Unit A.2: 252 m² Magazijn + 2 parkeerplaatsen
Unit C.2: 128 m² Magazijn + 2 parkeerplaatsen
Unit C.3: 105 m² Magazijn + 1 parkeerplaats

Ook een bestaand bedrijfsgebouw van 867m² met voornamelijk kantoorruimtes wordt in dit project opgenomen en apart verkocht/verhuurd.

Alle verkoopsmodaliteiten zijn op eenvoudig verzoek verkrijgbaar.

De opgegeven prijzen zijn incl. nutsvoorzieningen en aansluitingen alsook parkeerplaatsen en zijn excl. aankoopkosten zoals BTW.

Locatie:

Deze units zijn strategisch gelegen te Sint-Amandsberg vlakbij Gent centrum, haven en station Dampoort.

Timing:

Uitvoering start in oktober 2020 en oplevering is voorzien zomer 2021.

Kenmerken

Staalstructuur en silex panelen
Automatische sectionaalpoort
Toegewezen parkeerplaatsen per KMO unit
Nutsvoorzieningen tot in de unit
volledig aangelegde groenzones

		
",-,-,252m2,-,Industrial property,77%
297,"https://www.realo.be/en/herentalsebaan-2-2240-massenhoven/2190646?l=416976882
","Herentalsebaan 2, 2240 Massenhoven, Zandhoven",https://realocdn.com/image/5/BE-master_listing_f5d23c_f5d23c4fb3243318f1d81c302a000e73.jpg/1620x1080/0x400/2/baaa,€470.000,"

					Dit polyvalent eigendom is gelegen nabij twee invalswegen op een centrale, zeer gunstige handelsligging nabij de E313. Buiten is er aangelegde parking voorzien voor +/- 10 wagens waar nog uitbreiding mogelijk is. De gevel, de ramen alsook het dak verkeren in zeer goede en frisse staat. Het gelijkvloers en eerste verdiep zijn ingericht als kantoorruimtes en ruimtes om te vergaderen. Door de ruime en lichte kamers heeft dit zakelijk ingerichte pand verschillende mogelijkheden. Zeer interessant voor bijvoorbeeld een groepspraktijk, coworking space, presentatieruimte met kantoren...   
Bijzonderheden:Perfecte handelsligging nabij afrit E313, Perfect ingericht voor kantoorruimtes, Elek. conform, Grote parking met oprit. Eveneens langs Liersebaan alsook Herentalsebaan bereikbaar, Gebouw verkeerd in zeer goede staat  
Woongebied, Geen voorkooprecht ruimtelijke ordening aanwezig , Geen rechterlijke herstelmaatregel of bestuurlijke maatregel opgelegd , Vergunning uitgereikt , Geen Verkavelingsvergunning.  
EPC 355kwh/m²

		
",-,-,310m2,20190227-0002136533,House,59%
298,"https://www.realo.be/en/schrieksesteenweg-1-2220-booischot/6035487?cl=1340627213%2C1541435508%2C2117860969%2C353272930%2C675283559%2C1616604286%2C78572147
","Schrieksesteenweg 1, 2221 Booischot, Heist-op-den-Berg",https://realocdn.com/image/5/BE-master_listing_6fdbb2_6fdbb228d18d346586f51b5a2333f6e1.jpg/1920x1013/0x400/2/958f,-,-,-,-,-,-,Land,-
